oid	text	category
777780605	в каком разделе можно посмотреть каталог на золотые изделия	smotret_katalog
777780606	каталог золотых изделий.	smotret_katalog
777780607	Здравствуйте скажите пожалуйста каталога золотых украшений нет? На сайте или тут в приложении раньше был щас ни где не могу найти	smotret_katalog
777780608	посмотреть каталог золота поставить фото на профиль как?	smotret_katalog
777780609	здравствуйте! существует ли каталог золотых изделий?	smotret_katalog
777780610	Здравствуйте, мне каталог товара изделий из золота в Сургуте ломбард который находится на Ленина скиньте пожалуйста	smotret_katalog
777780611	Здравствуйте, а есть каталог золота что в Аше? И цены?	smotret_katalog
777780612	здравствуйте не могу найти каталог товаров интересует золотой браслет	smotret_katalog
777780613	Спасибо За разъяснения День добрый, подскажите пожалуйста у вас какие есть золотые женские кольца 18,5 размера?	smotret_katalog
777780614	Здравствуйте хотел бы посмотреть каталог золотых браслетов , в ваших ломбардах в городе Сатка	smotret_katalog
777780615	Я уже покупала у вас, оформляла покупку на сайте золото каталог .ру так можно?	smotret_katalog
777780616	Хочу приобрести что-то из вашего каталога, где его можно посмотреть?	smotret_katalog
777780617	Какие есть категории в вашем каталоге товаров?	smotret_katalog
777780618	Мне нужен каталог с ценами на ювелирные изделия.	smotret_katalog
777780619	Где найти полный каталог ваших товаров?	smotret_katalog
777780620	Какие товары есть в вашем каталоге?	smotret_katalog
777780621	Где можно увидеть полный ассортимент вашего магазина?	smotret_katalog
777780622	Хочу подарок, посоветуйте что-то из вашего каталога.	smotret_katalog
777780623	Какие есть скидки на товары из каталога?	smotret_katalog
777780624	Где посмотреть каталог товаров для лошадей?	smotret_katalog
777780625	Есть ли в вашем каталоге товары для верховой езды?	smotret_katalog
777780626	Хочу купить коньки для лошади, есть ли они в вашем каталоге?	smotret_katalog
777780627	Какие цены на коньки для лошадей у вас в каталоге?	smotret_katalog
777780628	Где найти информацию о шубах в вашем каталоге?	smotret_katalog
777780629	Какие модели шуб у вас есть в наличии?	smotret_katalog
777780630	Цены на шубы доступны в вашем каталоге?	smotret_katalog
777780631	Где найти шубы в вашем онлайн-магазине?	smotret_katalog
777780632	Как выбрать подходящую шубу из вашего каталога?	smotret_katalog
777780633	Сколько стоит средняя шуба в вашем каталоге?	smotret_katalog
777780634	Как выбрать чайник из вашего ассортимента?	smotret_katalog
777780635	Есть ли в вашем каталоге чайники с автоматическим выключением?	smotret_katalog
777780636	Где найти чайники с различными функциями в вашем каталоге?	smotret_katalog
777780637	Подскажите, какие бренды чайников у вас представлены в каталоге?	smotret_katalog
777780638	Смотрел каталог, но не нашел подходящий чайник. Можете посоветовать?	smotret_katalog
777780639	Какие бренды чайников у вас в наличии?	smotret_katalog
777780640	Посоветуйте чайник с функцией поддержания температуры из вашего каталога.	smotret_katalog
777780641	Где найти ссылку на ваш полный каталог товаров?	smotret_katalog
777780642	Могу ли я получить каталог товаров по электронной почте?	smotret_katalog
777780643	Есть ли у вас печатный каталог или только онлайн версия?	smotret_katalog
777780644	Как часто обновляется ваш каталог товаров?	smotret_katalog
777780645	Хочу подписаться на рассылку новостей о вашем каталоге. Как это сделать?	smotret_katalog
777780646	Какие сроки доставки товаров из каталога?	smotret_katalog
777780647	Где почитать отзывы о товарах из вашего каталога?	smotret_katalog
777780648	Хочу сделать заказ из каталога, какие условия доставки?	smotret_katalog
777780649	Есть ли у вас акции или специальные предложения на товары из каталога?	smotret_katalog
777780650	Какие условия гарантии на товары из вашего каталога?	smotret_katalog
777780651	Где можно узнать о бонусной программе для постоянных клиентов из каталога?	smotret_katalog
777780652	Существует ли возможность вернуть товар из каталога, если он не подходит?	smotret_katalog
777780653	Какие способы оплаты доступны при заказе из каталога?	smotret_katalog
777780654	Какие преимущества у вас в каталоге по сравнению с другими магазинами?	smotret_katalog
777780655	Можно ли у вас заказать что-то, что отсутствует в каталоге?	smotret_katalog
777780656	Где найти информацию о размерах товаров из каталога?	smotret_katalog
777780657	Подскажите, как оформить заказ из вашего каталога через мобильное приложение?	smotret_katalog
777780658	Есть ли у вас скидки для новых клиентов из каталога?	smotret_katalog
777780659	добрый день на какой день мне нужно оплатить процент по залогу?	oplatit_zaim
777780660	почему я не могу оплатить?	oplatit_zaim
777780661	добрый день не могу оплатить проценты через сайт	oplatit_zaim
777780662	добрый день! Как мне оплатить % через приложение пишет что невозможно оплатить	oplatit_zaim
777780663	здравствуйте. Подскажите пожалуйста,в личном кабинете пишет,что у меня нет займов. Хотя у меня есть билет,по которому недавно,я оплатила проценты. Как быть,не вижу его в личном кабинете?	oplatit_zaim
777780664	оплата процентов	oplatit_zaim
777780665	до какого числа нужно оплатить проценты	oplatit_zaim
777780666	как оплатить процент	oplatit_zaim
777780667	здравствуйте Почему-то не могу оплатить %?	oplatit_zaim
777780668	Оплатить	oplatit_zaim
777780669	Здравствуйте, интересно узнать, есть возможность продлить займ или оплатить проценты? Так чтобы в будущем забрать залог Разобрался, спасибо)	oplatit_zaim
777780670	доброе утро я могу оплатить процент сегодня?	oplatit_zaim
777780671	здравствуйте. могу ли я оплатить проценты в следующем месяце? я не поняла. почему пропали мои займы?	oplatit_zaim
777780672	здравствуйте где мои займы ??? было написано до 26 числа оплатить проценты можно куда они делись ответьте пожалуйста	oplatit_zaim
777780673	здравствуйте, по данному займу хочу оплатить проценты, но в личном кабинете займ пропал nan сн363241	oplatit_zaim
777780674	здравствуйте, просрочка по займу Р0018655,оплатить проценты смогу 29.06,скажите до какого числа мои изделия будут лежать ещё?	oplatit_zaim
777780675	прошла ли оплата процентов ?	oplatit_zaim
777780676	здравствуйте у меня было 2 займа, теперь я их не вижу в личном кабинете до какого числа я могу оплатить проценты по двум займам?	oplatit_zaim
777780677	здравствуйте, хочу оплатить процент по займу под цепочку	oplatit_zaim
777780678	До 23/06/23 Вы еще можете выкупить залог №рр633418 либо оплатить %. если пришла такая смс-ка,то завтра я могу ещё внести оплату??? ???	oplatit_zaim
777780679	здравствуйте.Есть действующий займ.Я его могу продлить,оплатив проценты?	oplatit_zaim
777780680	у меня займ действующий? здравствуйте могу ли сейчас оплатить 50% от процентов чтоб сохранить за собой телефон ?	oplatit_zaim
777780681	Можно ли перенести оплату процентов по займам	oplatit_zaim
777780682	можно ли оплатить проценты и продлить займ	oplatit_zaim
777780683	здравствуйте, нахожусь не в России. не могу оплатить проценты по займу. буду только второго июля. как быть	oplatit_zaim
777780684	если в приложении пишется 0 дней, а займу один месяц, оплатить проценты нужно сегодня? или есть ещё второй льготный месяц? добрый день!	oplatit_zaim
777780685	Добрый день, почему я не могу оплатить процент онлайн?	oplatit_zaim
777780686	не могу заплатить процент	oplatit_zaim
777780687	как оплатить процент	oplatit_zaim
777780688	Здравствуйте. А можно как то продлить договор? СЧ180783	oplatit_zaim
777780689	здравствуйте Я оплатила	oplatit_zaim
777780690	я не могу оплатить онлайн nan	oplatit_zaim
777780691	так, а оплатить можно как то процент?	oplatit_zaim
777780692	здравствуйте почему не могу оплатить проценты	oplatit_zaim
777780693	не могу оплатить проценты онлайн	oplatit_zaim
777780694	со368768 сориентируйте пожалуйста по залоговому билету. До какого числа необходимо оплатить % по залогу	oplatit_zaim
777780695	здравствуйте, не могу оплатить проценты	oplatit_zaim
777780696	чтобы продлить срок займа можно оплатить проценты?	oplatit_zaim
777780697	как оплатить процент добрый вечер	oplatit_zaim
777780698	здравствуйте. почему не доступна оплата процентов?	oplatit_zaim
777780699	я оплатил проценты по займу, а пишет все равно -33 дня	oplatit_zaim
777780700	Здравствуйте Как оплатить	oplatit_zaim
777780701	Как оплата	oplatit_zaim
777780702	Всё оплатил!	oplatit_zaim
777780703	здравствуйте почему не вижу свои займы, я же проценты оплатил	oplatit_zaim
777780704	Оплатить залог Проценты	oplatit_zaim
777780705	Я магу только 28000 здравствуйте! почему я не могу оплатить проценты по залоговому билету РР 003351?	oplatit_zaim
777780706	продлить залог	oplatit_zaim
777780707	Куда оплатить? Торга нет.	oplatit_zaim
777780708	nan Оплатила	oplatit_zaim
777780709	Сейчас оплачу nan	oplatit_zaim
777780710	здравствуйте.почему не могу оплатить проценты?	oplatit_zaim
777780711	То есть я могу 24.08 прийти переоформить займ и оплатить проценты в офисе, верно? Уточняю, потому что пришло сообщение, что переоформить нужно до 25.06, т.е. за 2 месяца до окончания срока	oplatit_zaim
777780712	Хорошо,спасибо здравствуйте, узнать до какого числа срок действия займ изделия и если не оплатить процент? если оплата процента не будет проведена, смогу ли я выкупить билет Здравствуйте,а вы только принимаете или продаете тоже?	oplatit_zaim
777780713	nan почему не могу оплатить проценты через Сбербанк?	oplatit_zaim
777780714	добрый день я свои все залоги выкуплю , я сейчас не в рф не могу оплатить % приеду 15 июня и оплачу	oplatit_zaim
777780715	Ок,спасибо добрый вечер, а куда у меня пропал мой займ?Что-то не отображается в приложении после того как оплатил проценты	oplatit_zaim
777780716	Здравствуйте. Не могу оплатить проценты, почему?	oplatit_zaim
777780717	если я оплатила проценты, то займ продлевают?	oplatit_zaim
777780718	Как можно оплатить?	oplatit_zaim
777780719	Оплатить как?	oplatit_zaim
777780720	Как оплатить проценты	oplatit_zaim
777780721	почему не могу оплатить проценты?	oplatit_zaim
777780722	могу ли оплатить процент завтра	oplatit_zaim
777780723	Здравствуйте. Цена итого какая Здравствуйте,хотела сейчас оплатить проценты по займу,а мне пишет что займов нет! Вход по номеру телефона Сн534357 Санкт-Петербург	oplatit_zaim
777780724	Понятно Туда подойду почему послеоплаты процентов не могу уменьшить сумму займа?	oplatit_zaim
777780725	Сейчас оплачу	oplatit_zaim
777780726	Хорошо Оплатила	oplatit_zaim
777780727	Добрый день,как оплатить?	oplatit_zaim
777780728	Хорошо, спасибо . можно ли продлить срок займа ещё на 15 дней?	oplatit_zaim
777780729	как продлить займ? здравствуйте	oplatit_zaim
777780730	Знаю здравствуйте, можно ли как нибудь продлить займ, если пока нету возможности оплатить проценты	oplatit_zaim
777780731	здравствуйте залог №чч713677 могу оплатить % 29 июня включительно	oplatit_zaim
777780732	здравствуйте а можно продлить займ	oplatit_zaim
777780733	Здравствуйте, до Новосибирска доставка сколько будет стоить,и цена сережек 11700? здравствуйте! у меня был займ на 33 дня, я сегодня оплатила проценты, я могу позже выкупить изделие?	oplatit_zaim
777780734	nan Как оплатить проценты	oplatit_zaim
777780735	Здравствуйте здравствуйте,а можно продлить займ?	oplatit_zaim
777780736	Можно, с Лондон топазом. Добрый день! Подскажите пожалуйста ваш адрес поточнее, я бы хотела сегодня вечером подъехать, посмотреть. Как состояние у серёжек? здравствуйте, срок займа закончился можно оплатить проценты? договор продлится?	oplatit_zaim
777780737	добрый день не могу оплатить % nan	oplatit_zaim
777780738	как можно продлить срок займа	oplatit_zaim
777780739	Оплатила	oplatit_zaim
777780740	Как оплатить через ваш сайт?	oplatit_zaim
777780741	nan Оплатила	oplatit_zaim
777780742	Пытаюсь уже 2 недели оплатить %за залог, а мне всё время выдаёт красное окно, что оплата% пока недоступна	oplatit_zaim
777780743	Почему я не могу оплатить проценты?	oplatit_zaim
777780744	не могу оплатить проценты Добрый день.	oplatit_zaim
777780745	Нет,хочу эти. Здравствуйте Авито доставкой отправляете? здравствуйте, вопрос по поему займу. я вчера забыла оплатить проценты для переоформления. оплатила сейчас. подскажите, серьги не сгорели? займ действует?	oplatit_zaim
777780746	Оплатила	oplatit_zaim
777780747	здравствуйте! куда пропали мои два займа? написано, что у меня нет займов!? проценты я вовремя оплатила	oplatit_zaim
777780748	здравствуйте, почему не могу оплатить процент? как оплатить процент?	oplatit_zaim
777780749	здравствуйте, почему я не могу оплатить проценты ?	oplatit_zaim
777780750	Кофе будет? не можем оплатить проценты добрый день, а как продлить займ, до этого ,я оплачивал проценты и займ продлевался и льготный период 30 дней был	oplatit_zaim
777780751	Здравствуйте nan Как оплатить процент	oplatit_zaim
777780752	Здравствуйте. Не получается оплатить %	oplatit_zaim
777780753	Нету кнопки что бы оплатить % Если сегодня не оплачу проценты, то залог не уйдет, правильно понимаю вас, а проценты будут начиляться дальше.?	oplatit_zaim
777780754	Хорошо Как продлить договор займа?	oplatit_zaim
777780755	здравствуйте, какой крайний срок оплаты процентов по займам?	oplatit_zaim
777780756	nan здравствуйте если я оплатил процент займа я могу его продлить? ??	oplatit_zaim
777780757	подскажите пожалуйста, можно ли продлить время займа, оплатив проценты, если срок займа 78 дней и через три дня срок реализации?	oplatit_zaim
777780758	Добрый вечер! скажите пожалуйста, можно ли отложить оплату процентов по займу до 14 июля?	oplatit_zaim
777780759	Хорошо nan Оплатила	oplatit_zaim
777780760	не могу оплатить проценты	oplatit_zaim
777780761	здравствуйте, как можно оплатить проценты?	oplatit_zaim
777780762	как продлить залог ?	oplatit_zaim
777780763	Уже едим Как оплатит онлайн?	oplatit_zaim
777780764	Здравствуйте можно ли завтра оплатить % по щаймам №227876 и №566017	oplatit_zaim
777780765	здравствуйте я вовремя не оплатила займ и не продлила если сегодня и плачу проценты продлиться залог на месяц	oplatit_zaim
777780766	Ок выехал к вам Здравствуйте, хочу оплатить процент по займу, но вверху перед вводом данных своей карты, написано альфа банк, что это значит, у меня карта сбербанка nan	oplatit_zaim
777780767	Здравствуйте, почему я не могу оплатить проценты? ЧЧ510306	oplatit_zaim
777780768	ЮГ594103 не могу оплатить проценты	oplatit_zaim
777780769	здравствуйте, оплатить часть процента можно?	oplatit_zaim
777780770	Без зарядного устройства брать не буду здравствуйте. пришло сообщение о необходимости переоформить или оплатить проценты по займу. пытаюсь это сделать, но не получается. как быть? скриншот сообщения прикрепляю	oplatit_zaim
777780771	Хорошо как оплатить проценты и частично займ? форма оплаты предполагает либо проценты, либо весь залог.	oplatit_zaim
777780772	Здравствуйте. Не могу оплатить займ-процентв. Написано, что недоступна оплата процентов. Как быть?	oplatit_zaim
777780773	Оплатила	oplatit_zaim
777780774	здравствуйте. почему оплата займа не доступна? nan nan	oplatit_zaim
777780775	Оплатила уже	oplatit_zaim
777780776	Хорошо спасибо, жду Почему фото не отправили? Добрый вечер Здравствуйте Можно узнать по первому залоговому билету если не в срок проценты оплатить изделия не уйдут на аукцион? СО141720 по этому займу?	oplatit_zaim
777780777	как оплатить больше процент	oplatit_zaim
777780778	почему не могу заплатить проценты по займам	oplatit_zaim
777780779	добрый день. как можно продлить залог?	oplatit_zaim
777780780	Хорошо, спасибо! здравствуйте оплатил проценты по займам, продление договоров допустимо?	oplatit_zaim
777780781	до когда билет мне надо оплатить	oplatit_zaim
777780782	В 20 Здравствуйте! Продали уже калецо ? здравствуйте сегодня последний день оплаты процента по займу, если я сегодня не оплачу, Золото сгорит или у меня ещё есть дни погасить?	oplatit_zaim
777780783	Оплатила	oplatit_zaim
777780784	Хорошо, как оплачу, напишу вам!	oplatit_zaim
777780785	Я оплатил через сайт	oplatit_zaim
777780786	nan Оплатил	oplatit_zaim
777780787	Оплатила nan	oplatit_zaim
777780788	Как оплатить ? Здравствуйте!	oplatit_zaim
777780789	Хорошо. Спасибо nan Здравствуйте. Как мне оплатить проценты онлайн?	oplatit_zaim
777780790	Оплатила	oplatit_zaim
777780791	добрый вечер! у меня не получается сегодня оплатить % как быть! могу оплатить 07 июля	oplatit_zaim
777780792	Почему не могу оплатить проценты? nan	oplatit_zaim
777780793	Почему не могу оплатить проценты?	oplatit_zaim
777780794	Добрый вечер. Ищу обручальное кольцо шириной не менее 4-5мм, размер 20. По стоимости до 14т.р Здравствуйте. Хотел бы оплатить % по займам рр099585, 099586 и 09587. Через приложение выдаёт ошибку. Оплата возможна только в отделении ломбарда?	oplatit_zaim
777780795	nan nan nan nan nan nan Здравствуйте! а принимаете золото в какую цену? здравствуйте.я оплатила проценты. пишут что займ просрочен, он ушел на аукцион?	oplatit_zaim
777780796	Добрый день. Почему мне не доступна оплата процентов?	oplatit_zaim
777780797	здравствуйте почему не доступна оплата процентов?	oplatit_zaim
777780798	Хорошо Здравствуйте! Подскажите, как у него с батареей? Здравствуйте! Продали телефон Здравствуйте, я хочу выкупить или оплатить процент по займу	oplatit_zaim
777780799	Я же покупаю, а не сдаю вам Здравствуйте! Подскажите пожалуйста первый взнос за рассрочку сколько нужно будет заплатить? здравствуйте, подскажите до какого числа я могу оплатить проценты по займам?	oplatit_zaim
777780800	доброе утро почему не видно моих займов подскажите как оплатить проценты не видно ни одного моего займа	oplatit_zaim
777780801	Хорошо. Здравствуйте! Скажите, торг уместен? Доброе утро. А скидка есть? почему я не вижу свой займ. мне нужно оплатить проценты	oplatit_zaim
777780802	Спасибо ?? добрый день, можно ли оплатить проценты по займу, который стоит на продажу?	oplatit_zaim
777780803	Здравствуйте! nan По какой цене сможете купить? Если куплю эпл вотч се и без покупки здравствуйте, я сейчас лежу в больнице, можно мне как-то пока оплатить % ?	oplatit_zaim
777780804	Очень жаль. Здравствуйте, почему не могу оплатить %	oplatit_zaim
777780805	Хорошо спасибо большое Завтра напишу вам почему я не могу оплатить процент?	oplatit_zaim
777780806	не могу оплатить проценты онлайн	oplatit_zaim
777780807	Понятно Здравствуйте здравствуйте, почему мои займы перестали отображаться? пишет, что я не оформляла. здравствуйте. скажите могу ли я нескол ко раз в день прийти за добором в ломбард с учетом оплаты процентов	oplatit_zaim
777780808	Мурманск Здравствуйте! За 10.000 заберу Здравствуйте, возможно ли завтра оплатить проценты по займу ЧЧ110977?	oplatit_zaim
777780809	СО853116 здравствуйте почему я не могу оплатить	oplatit_zaim
777780810	Если у вас предоплата? Займы не отображаются в чате. было 2 займа по которым не проходила оплата процентов, а теперь эти займы не видно в приложении	oplatit_zaim
777780811	Здравствуйте, можно ли как то продлить оплату процентов по займам до вторника или среды? Зарплата просто приходит во вторник	oplatit_zaim
777780812	Как оплатить проценты	oplatit_zaim
777780813	Как оплатить проценты онлайн ?	oplatit_zaim
777780814	Оплатила	oplatit_zaim
777780815	nan Я оплатила nan	oplatit_zaim
777780816	добрый актуально? здравствуйте, подскажите пожалуйста nan когда этот займ закончится, я спрашиваю чтоб оплатить проценты либо забрать приставку	oplatit_zaim
777780817	Эти разьемы внутри корпуса обычно У вас доставкой никто из клиентов не пользовался ? как узнать номер займа? нужно оплатить проценты, я забыла номер заёма	oplatit_zaim
777780818	Завтра, а какая цена? здравствуйте, не могу оплатить проценты	oplatit_zaim
777780819	Да, планирую сегодня подойти подскажите если по билету сегодня не получается внести оплату,до какого числа я максимально могу оплатить % чтобы залог не реализовали?	oplatit_zaim
777780820	Где оплатить процент	oplatit_zaim
777780821	Здравствуйте. Когда крайний срок оплаты процентов по займу?	oplatit_zaim
777780822	nan Оплачено	oplatit_zaim
777780823	можно продлить займ ?	oplatit_zaim
777780824	здравствуйте, как мне внести сумму больше процентов?	oplatit_zaim
777780825	Здравствуйте! Цепь на какой адрес находится как долго хранится займ, если не оплатил проценты в срок	oplatit_zaim
777780826	Добрый рассрочка есть? Здравствуйте можно предложить обмен С доплатой здравствуйте почему займ исчез у меня из личного кабинета как оплатить процент??? уже третий раз всё исчезает.	oplatit_zaim
777780827	не могу оплатить проценты	oplatit_zaim
777780828	89284592629 можно продлить .?	oplatit_zaim
777780829	Как оплатить?	oplatit_zaim
777780830	Добрый день! Обмен на пару ноутбуков интересен? Здравствуйте как можно оформить рассрочку На 10 месяцев добрый день, я оплатила проценты по займу, займ продлится, если просрочен на 3 дня?	oplatit_zaim
777780831	Добрый день. Подъеду к вам в течении часа по этому кольцу. Добрый день, до какого числа, крайний срок, ещё можно оплатить % по билету СО290064	oplatit_zaim
777780832	Хорошо. Как мне их оплатить	oplatit_zaim
777780833	добрый день! как продлить договор?	oplatit_zaim
777780834	здравствуйте не вижу свои займы для оплаты процентов	oplatit_zaim
777780835	Интересует звук и акб. Нет нареканий? Куда можно подъехать и поглядеть? оплатила процент. продлится займ?	oplatit_zaim
777780836	Жаль Здравствуйте, напишите пожалуйста до какого числа будут хранится мои вещи? Я в июле не смогу оплатить %.	oplatit_zaim
777780837	nan 7950 006 27 23 оплатила проценты договор займа могу продлить ?	oplatit_zaim
777780838	добрый день, подскажите почему не дает оплатить проценты онлайн по Заёму №СН344041, хотя срок займа заканчивается сегодня	oplatit_zaim
777780839	Можно сегодня посмотреть??? оплатила проценты и хочу уменьшить сумму займа как я могу уменьшить сумму займа ЧО272330 залоговый билет	oplatit_zaim
777780840	здравствуйте! я оплатила сумму процентов по займу. когда будет следующая оплата? написано, что договор истекает 13.07 дальше займ продлить нельзя?	oplatit_zaim
777780841	Получилось? Здравствуйте ? А за 26000? случайно не продадите?) Здравствуйте! Ещё продаёте? Здравствуйте! Как можно вам позвонить? Здравствуйте сколько край за Apple watch до какого числа оплатить проценты когда последний день оплаты процентов по займам	oplatit_zaim
777780842	Да оплачу	oplatit_zaim
777780843	как оплатить больше чем процент	oplatit_zaim
777780844	Спасибо Добрый день, почему не можем оплатить онлайн?	oplatit_zaim
777780845	Ок РР297675, РР297676 я оплатила проценты 30.06, но в моих займах их нет, хотела уточнить я продлила займы?	oplatit_zaim
777780846	здравствуйте завтра можно оплатить проценты	oplatit_zaim
777780847	свяжите с оператором до какой даты мне нужно оплатить % по залогу?	oplatit_zaim
777780848	почему не могу оплатить займ оплата процентов прошла а дальше выдает что нет возможности оплатить	oplatit_zaim
777780849	здравствуйте, не могу оплатить процент	oplatit_zaim
777780850	Да я оплатил	oplatit_zaim
777780851	почему не могу оплатить	oplatit_zaim
777780852	Сейчас еду могу ли я продлить срок займа на два дня?	oplatit_zaim
777780853	почему не могу оплатить % онлайн ? здравствуйте, почему не могу оплатил процент ? онлайн ??????	oplatit_zaim
777780854	Когда можно будет оплатить проценты? Почему нельзя оплатить проценты?	oplatit_zaim
777780855	Понял добрый день, необходимо оплатить %	oplatit_zaim
777780856	Здравствуйте, хотела бы оплатить проценты	oplatit_zaim
777780857	Нет как оплатить сумму займа? не только процент , а всю сумму	oplatit_zaim
777780858	Здравствуйте! Обмен интересен с моей доплатой nan ? почему с 5500 займа проценты 20,19?а с 7000 больше 100 рублей???	oplatit_zaim
777780859	Хорошо выброс потом отпишусь Я так понимаю цена окончательная ? Скидок нет? Даже на др nan здравствуйте. при оплате процентов я могу продлить займ ? ?	oplatit_zaim
777780860	Почему я не могу оплатить %картой. Пишет не верное имя держателя карты, как так???? Раньше платила все было хорошо.	oplatit_zaim
777780861	Ок До 16/07/23 Вы еще можете выкупить залог №сн254271 либо оплатить % пришло сообщение мне это значит сегодня последний день штоли я не понял, до кокого, числа? Есть кто нибудь то вещи мои не продовать.	oplatit_zaim
777780862	Здравствуйте! пондравилось кольцо, а можно его привезти в ваш филиал в Верхную Пышму на Кривоусова, 34 Добрый вечер! Хотела бы оплатить % по залоговому билету ЧЧ683537, но не вижу его в кабинете. Как это можно сделать?	oplatit_zaim
777780863	Оплатила	oplatit_zaim
777780864	Нет здравствуйте не могу оплатить проценты	oplatit_zaim
777780865	здравствуйте! не могу оплатить проценты онлайн.	oplatit_zaim
777780866	Почему я через сбер банк не могу оплатить	oplatit_zaim
777780867	Не пайдот другие Первый раз видила эта панравилсях Перенеси пажалуста сразу каре денги Платим здравствуйте, сколько дней осталось на оплату процентов по просроченным займам	oplatit_zaim
777780868	Здравствуйте можно пожалуйста поставить дату в четверг оплаты процента Не получается только в четверг смогу оплатить процент по займу РО205319	oplatit_zaim
777780869	оплатила	oplatit_zaim
777780870	здравствуйте, почему не могу оплатить проценты?	oplatit_zaim
777780871	Да,можно,уже на месте,осматриваю товар здравствуйте, не могу оплатить % ТР000023	oplatit_zaim
777780872	Оплатила	oplatit_zaim
777780873	Хорошо, спасибо! можно оплатить проценты?	oplatit_zaim
777780874	здравствуйте, почему не могу оплатить % nan ТР000023	oplatit_zaim
777780875	Здравствуйте Как продлить	oplatit_zaim
777780876	если не оплачу процент сегодня что будет	oplatit_zaim
777780877	Сейчас оплачу ??	oplatit_zaim
777780878	Там написано Без учёта скидки здравствуйте не успеваю оплатить проценты по займу 608952	oplatit_zaim
777780879	здравствуйте как мне узнать долг по процентам	oplatit_zaim
777780880	Я оплатила	oplatit_zaim
777780881	Всё оплатила	oplatit_zaim
777780882	Здравствуйте можно оплатить через два дня?	oplatit_zaim
777780883	Здравствуйте, я оплатил онлайн проценты, почему не отображается оплата? На месяц ведь должен займ продлится но ничего как будто не оплатилось nan	oplatit_zaim
777780884	nan здравствуйте могу я онлай оплатить процент и продлить займ?	oplatit_zaim
777780885	Оплатила	oplatit_zaim
777780886	Хорошо ?? Здравствуйте,как оплатить проценты?	oplatit_zaim
777780887	здравствуйте как оплатить проценты	oplatit_zaim
777780888	не могу оплатить свой займ	oplatit_zaim
777780889	Как оплатить займ	oplatit_zaim
777780890	Хорошо Спасибо добрый вечер! ЧЧ617766 можно оплатить проценты?	oplatit_zaim
777780891	Здравствуйте! Можно фото на ушах? Не могу оплатить проценты	oplatit_zaim
777780892	Здравствуйте! Сможете отправить Авито Доставкой? я по своему займу не могу оплатить проценты	oplatit_zaim
777780893	СО137900 оплата процентов не доступна, почему?	oplatit_zaim
777780894	Еду к вам Здравствуйте! В наличии? ? До скольки вы работаете? Есть в наличии? В приложении написано, активных займов нет В скачанные приложение ге могу зайти, чтобы оплатить проценты	oplatit_zaim
777780895	оператор здравствуйте, сейчас оплатила проценты по займу, подскажите пожалуйста, оплата прошла? и какое число для выкупа или продления будет в августе?	oplatit_zaim
777780896	не могу оплатить где мой билет	oplatit_zaim
777780897	как оплатить сумму больше чем проценты?	oplatit_zaim
777780898	"Здравствуйте! Подскажите, пожалуйста, почему после оплаты процентов нет возможности оплатить основной долг? ""Оплата займа пока недоступна"" - так отображено в ЛК."	oplatit_zaim
777780899	хочу оплатить больше чем проценты, но меньше чем весь займ. как изменить сумму?	oplatit_zaim
777780900	Оплатить	oplatit_zaim
777780901	А если оплатить сейчас?	oplatit_zaim
777780902	Хорошо спасибо,а каким способом могу оплатить?	oplatit_zaim
777780903	как оплатить весь займ	oplatit_zaim
777780904	Ставрополь Здравствуйте. Сегодня последний день оплаты. Хотела оплатить проценты, а кнопка недействительна. Могу ли я продлить займ?	oplatit_zaim
777780905	Оплатили они тоже	oplatit_zaim
777780906	здравствуйте! хотела бы узнать, почему не могу оплатить проценты	oplatit_zaim
777780907	Оплата?	oplatit_zaim
777780908	Добрый день Подскажите пожалуйста я могу пойти переоформить свой займ и оплатить процент чтобы не сгорели мои золота ?до 27 срок есть да ?	oplatit_zaim
777780909	Хорошо Оплатила nan nan	oplatit_zaim
777780910	nan Здравствуйте, нахожусь не на территории России. нет возможности оплатить процент. Буду только к 1 сентября. Можно ли по приезду продлить договор, оплатить процент и выкупить изделия по двум займам?	oplatit_zaim
